?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/CLO_0000686>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal mouse thymus-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0051339>	<http://www.w3.org/2000/01/rdf-schema#label>	"HEV0110 cell"	
<http://purl.obolibrary.org/obo/CLO_0008855>	<http://www.w3.org/2000/01/rdf-schema#label>	"Rn6T cell"	
<http://purl.obolibrary.org/obo/CLO_0008679>	<http://www.w3.org/2000/01/rdf-schema#label>	"QCRL-3 cell"	
<http://purl.obolibrary.org/obo/CLO_0005894>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF078/89 cell"	
<http://purl.obolibrary.org/obo/CLO_0007422>	<http://www.w3.org/2000/01/rdf-schema#label>	"L-V91 cell"	
<http://purl.obolibrary.org/obo/CLO_0007246>	<http://www.w3.org/2000/01/rdf-schema#label>	"LARB1 1212 cell"	
<http://purl.obolibrary.org/obo/CLO_0004461>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF004/91 cell"	
<http://purl.obolibrary.org/obo/CLO_0008906>	<http://www.w3.org/2000/01/rdf-schema#label>	"RWPE-2 cell"	
<http://purl.obolibrary.org/obo/CLO_0004285>	<http://www.w3.org/2000/01/rdf-schema#label>	"HT29/219 cell"	
<http://purl.obolibrary.org/obo/CLO_0005945>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF082/86 cell"	
<http://purl.obolibrary.org/obo/CLO_0005769>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF070/83 cell"	
<http://purl.obolibrary.org/obo/CLO_0002984>	<http://www.w3.org/2000/01/rdf-schema#label>	"F5-A-1/22.8.13 cell"	
<http://purl.obolibrary.org/obo/CLO_0004512>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF007/79 cell"	
<http://purl.obolibrary.org/obo/CLO_0004336>	<http://www.w3.org/2000/01/rdf-schema#label>	"ICR 134 cell"	
<http://purl.obolibrary.org/obo/CLO_0001551>	<http://www.w3.org/2000/01/rdf-schema#label>	"A101D cell"	
<http://purl.obolibrary.org/obo/CLO_0001375>	<http://www.w3.org/2000/01/rdf-schema#label>	"455 cell"	
<http://purl.obolibrary.org/obo/CLO_0001199>	<http://www.w3.org/2000/01/rdf-schema#label>	"22RV1 cell"	
<http://purl.obolibrary.org/obo/CLO_0002859>	<http://www.w3.org/2000/01/rdf-schema#label>	"E1a cell"	
<http://purl.obolibrary.org/obo/CLO_0037371>	<http://www.w3.org/2000/01/rdf-schema#label>	"C3RL4"	
<http://purl.obolibrary.org/obo/CLO_0002120>	<http://www.w3.org/2000/01/rdf-schema#label>	"C3H/10T1/2, Clone 8 cell"	
<http://purl.obolibrary.org/obo/CLO_0001602>	<http://www.w3.org/2000/01/rdf-schema#label>	"A6 cell"	
<http://purl.obolibrary.org/obo/CLO_0037195>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human colon epithelial cell line cell"@en	
<http://purl.obolibrary.org/obo/CLO_0001426>	<http://www.w3.org/2000/01/rdf-schema#label>	"58-S cell"	
<http://purl.obolibrary.org/obo/CLO_0050672>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0620 cell"	
<http://purl.obolibrary.org/obo/CLO_0000675>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal Antheraea female gonad-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0050496>	<http://www.w3.org/2000/01/rdf-schema#label>	"GMC0026 cell"	
<http://purl.obolibrary.org/obo/CLO_0037422>	<http://www.w3.org/2000/01/rdf-schema#label>	"GM09677 cell"	
<http://purl.obolibrary.org/obo/CLO_0009540>	<http://www.w3.org/2000/01/rdf-schema#label>	"VLN3G2 cell"	
<http://purl.obolibrary.org/obo/CLO_0037246>	<http://www.w3.org/2000/01/rdf-schema#label>	"2B4/MCL-1 cell"@en	
<http://purl.obolibrary.org/obo/CLO_0009364>	<http://www.w3.org/2000/01/rdf-schema#label>	"TM1 cell"	
<http://purl.obolibrary.org/obo/CLO_0000255>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal urinary bladder-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0050723>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2072 cell"	
<http://purl.obolibrary.org/obo/CLO_0000777>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal pig skin-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0009188>	<http://www.w3.org/2000/01/rdf-schema#label>	"SW 1463 cell"	
<http://purl.obolibrary.org/obo/CLO_0000681>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human rectum-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000726>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal brown bullhead mixed endoderm/mesoderm-derived structure-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0050547>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1792 cell"	
<http://purl.obolibrary.org/obo/CLO_0007887>	<http://www.w3.org/2000/01/rdf-schema#label>	"MT1.K cell"	
<http://purl.obolibrary.org/obo/CLO_0000630>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal Miopithecus talapoin kidney-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0009415>	<http://www.w3.org/2000/01/rdf-schema#label>	"TSF86M cell"	
<http://purl.obolibrary.org/obo/CLO_0006630>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGL024/96 cell"	
<http://purl.obolibrary.org/obo/CLO_0009239>	<http://www.w3.org/2000/01/rdf-schema#label>	"T11D7e2 cell"	
<http://purl.obolibrary.org/obo/CLO_0006454>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF177/83 cell"	
<http://purl.obolibrary.org/obo/CLO_0006278>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF114/84 cell"	
<http://purl.obolibrary.org/obo/CLO_0003493>	<http://www.w3.org/2000/01/rdf-schema#label>	"GI-LI-N cell"	
<http://purl.obolibrary.org/obo/CLO_0000426>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal Ring-tailed lemur skin-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0005021>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF031/81 cell"	
<http://purl.obolibrary.org/obo/CLO_0007938>	<http://www.w3.org/2000/01/rdf-schema#label>	"NALM-6 cell"	
<http://purl.obolibrary.org/obo/CLO_0002060>	<http://www.w3.org/2000/01/rdf-schema#label>	"BW5147.3(Thy-1-e).10 cell"	
<http://purl.obolibrary.org/obo/CLO_0004977>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF028/98 cell"	
<http://purl.obolibrary.org/obo/CLO_0000216>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal thymus-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0006505>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGL003/95 cell"	
<http://purl.obolibrary.org/obo/CLO_0003720>	<http://www.w3.org/2000/01/rdf-schema#label>	"HF 282.Sp cell"	
<http://purl.obolibrary.org/obo/CLO_0006329>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF123/80 cell"	
<http://purl.obolibrary.org/obo/CLO_0003544>	<http://www.w3.org/2000/01/rdf-schema#label>	"GMK,AH-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0003368>	<http://www.w3.org/2000/01/rdf-schema#label>	"FLYA13 cell"	
<http://purl.obolibrary.org/obo/CLO_0000566>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human acetabular part of hip bone-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0002111>	<http://www.w3.org/2000/01/rdf-schema#label>	"C305 cell"	
<http://purl.obolibrary.org/obo/CLO_0051181>	<http://www.w3.org/2000/01/rdf-schema#label>	"HSC0149 cell"	
<http://purl.obolibrary.org/obo/CLO_0000345>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal ileum-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0003419>	<http://www.w3.org/2000/01/rdf-schema#label>	"G0895 cell"	
<http://purl.obolibrary.org/obo/CLO_0051232>	<http://www.w3.org/2000/01/rdf-schema#label>	"HEV0046 cell"	
<http://purl.obolibrary.org/obo/CLO_0000851>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human abdominal cavity-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0051056>	<http://www.w3.org/2000/01/rdf-schema#label>	"HSC0015 cell"	
<http://purl.obolibrary.org/obo/CLO_0008572>	<http://www.w3.org/2000/01/rdf-schema#label>	"PVBC-OI133 cell"	
<http://purl.obolibrary.org/obo/CLO_0008396>	<http://www.w3.org/2000/01/rdf-schema#label>	"P-C96 cell"	
<http://purl.obolibrary.org/obo/CLO_0051107>	<http://www.w3.org/2000/01/rdf-schema#label>	"HSC0080 cell"	
<http://purl.obolibrary.org/obo/CLO_0008623>	<http://www.w3.org/2000/01/rdf-schema#label>	"PVBC-OI370 cell"	
<http://purl.obolibrary.org/obo/CLO_0008447>	<http://www.w3.org/2000/01/rdf-schema#label>	"PK 15 cell"	
<http://purl.obolibrary.org/obo/CLO_0005662>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF063/86 cell"	
<http://purl.obolibrary.org/obo/CLO_0005486>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF052/97 cell"	
<http://purl.obolibrary.org/obo/CLO_0007014>	<http://www.w3.org/2000/01/rdf-schema#label>	"JB6 Cl 30-7b cell"	
<http://purl.obolibrary.org/obo/CLO_0000628>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal mouse septum of telencephalon-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0004053>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 695T cell"	
<http://purl.obolibrary.org/obo/CLO_0005713>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF066/90 cell"	
<http://purl.obolibrary.org/obo/CLO_0001092>	<http://www.w3.org/2000/01/rdf-schema#label>	"146-03E04 cell"	
<http://purl.obolibrary.org/obo/CLO_0005537>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF056/78 cell"	
<http://purl.obolibrary.org/obo/CLO_0002752>	<http://www.w3.org/2000/01/rdf-schema#label>	"Detroit 562 cell"	
<http://purl.obolibrary.org/obo/CLO_0002576>	<http://www.w3.org/2000/01/rdf-schema#label>	"COLO-783 cell"	
<http://purl.obolibrary.org/obo/CLO_0004104>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 77.Fs cell"	
<http://purl.obolibrary.org/obo/CLO_0001143>	<http://www.w3.org/2000/01/rdf-schema#label>	"19F8 cell"	
<http://purl.obolibrary.org/obo/CLO_0002803>	<http://www.w3.org/2000/01/rdf-schema#label>	"DNI.Tr cell"	
<http://purl.obolibrary.org/obo/CLO_0000983>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal nine-banded armadillo trachea-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000392>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal carotid artery-derived smooth muscle cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0002627>	<http://www.w3.org/2000/01/rdf-schema#label>	"CSE-119 cell"	
<http://purl.obolibrary.org/obo/CLO_0000994>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal coho salmon fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0009081>	<http://www.w3.org/2000/01/rdf-schema#label>	"SMC-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0000808>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal rat aorta-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0050440>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2240 cell"	
<http://purl.obolibrary.org/obo/CLO_0000448>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human embryo-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0001018>	<http://www.w3.org/2000/01/rdf-schema#label>	"#490 cell"	
<http://purl.obolibrary.org/obo/CLO_0000200>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal umbilical cord-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0050264>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0485 cell"	
<http://purl.obolibrary.org/obo/CLO_0007780>	<http://www.w3.org/2000/01/rdf-schema#label>	"MM47T cell"	
<http://purl.obolibrary.org/obo/CLO_0000267>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal heart-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0050088>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1200 cell"	
<http://purl.obolibrary.org/obo/CLO_0037014>	<http://www.w3.org/2000/01/rdf-schema#label>	"HCC-78 cell"	
<http://purl.obolibrary.org/obo/CLO_0009132>	<http://www.w3.org/2000/01/rdf-schema#label>	"Src++ cell"	
<http://purl.obolibrary.org/obo/CLO_0006171>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF101/90 cell"	
<http://purl.obolibrary.org/obo/CLO_0050315>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1303 cell"	
<http://purl.obolibrary.org/obo/CLO_0007831>	<http://www.w3.org/2000/01/rdf-schema#label>	"MOPC 31C cell"	
<http://purl.obolibrary.org/obo/CLO_0000318>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal uterus-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0050139>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0967 cell"	
<http://purl.obolibrary.org/obo/CLO_0007655>	<http://www.w3.org/2000/01/rdf-schema#label>	"Me Jon cell"	
<http://purl.obolibrary.org/obo/CLO_0004870>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF024/01 cell"	
<http://purl.obolibrary.org/obo/CLO_0009798>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal northern lesser bushbaby thorax-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0007479>	<http://www.w3.org/2000/01/rdf-schema#label>	"M3WT5 cell"	
<http://purl.obolibrary.org/obo/CLO_0004694>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF016/01 cell"	
<http://purl.obolibrary.org/obo/CLO_0009007>	<http://www.w3.org/2000/01/rdf-schema#label>	"SHD(4XH2) cell"	
<http://purl.obolibrary.org/obo/CLO_0000802>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal Syrian golden hamster dermis-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0006222>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF106/91 cell"	
<http://purl.obolibrary.org/obo/CLO_0006046>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF091/78 cell"	
<http://purl.obolibrary.org/obo/CLO_0003261>	<http://www.w3.org/2000/01/rdf-schema#label>	"FIB-DUP15 cell"	
<http://purl.obolibrary.org/obo/CLO_0007706>	<http://www.w3.org/2000/01/rdf-schema#label>	"mh cell"	
<http://purl.obolibrary.org/obo/CLO_0004921>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF026/85 cell"	
<http://purl.obolibrary.org/obo/CLO_0003085>	<http://www.w3.org/2000/01/rdf-schema#label>	"FFC87M cell"	
<http://purl.obolibrary.org/obo/CLO_0004745>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF018/84 cell"	
<http://purl.obolibrary.org/obo/CLO_0001960>	<http://www.w3.org/2000/01/rdf-schema#label>	"BHK 21 STRAIN 31 cell"	
<http://purl.obolibrary.org/obo/CLO_0000420>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal mouse organism part-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0004569>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF010/00 cell"	
<http://purl.obolibrary.org/obo/CLO_0001784>	<http://www.w3.org/2000/01/rdf-schema#label>	"B104-1-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0003312>	<http://www.w3.org/2000/01/rdf-schema#label>	"FIB-PSE1 cell"	
<http://purl.obolibrary.org/obo/CLO_0003136>	<http://www.w3.org/2000/01/rdf-schema#label>	"FH 15 cell"	
<http://purl.obolibrary.org/obo/CLO_0001835>	<http://www.w3.org/2000/01/rdf-schema#label>	"B86M cell"	
<http://purl.obolibrary.org/obo/CLO_0001659>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ad Hot cell"	
<http://purl.obolibrary.org/obo/CLO_0009773>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal rat endothelial cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000091>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal endothelial cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0051000>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0496 cell"	
<http://purl.obolibrary.org/obo/CLO_0009597>	<http://www.w3.org/2000/01/rdf-schema#label>	"WI-38 VA-13 cell"	
<http://purl.obolibrary.org/obo/CLO_0008340>	<http://www.w3.org/2000/01/rdf-schema#label>	"P-815 cell"	
<http://purl.obolibrary.org/obo/CLO_0050956>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0473 cell"	
<http://purl.obolibrary.org/obo/CLO_0008164>	<http://www.w3.org/2000/01/rdf-schema#label>	"NG96 cell"	
<http://purl.obolibrary.org/obo/CLO_0009824>	<http://www.w3.org/2000/01/rdf-schema#label>	"bacterial survival inside cell line cell"@en	
<http://purl.obolibrary.org/obo/CLO_0009648>	<http://www.w3.org/2000/01/rdf-schema#label>	"XCp cell"	
<http://purl.obolibrary.org/obo/CLO_0006863>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-766 cell"	
<http://purl.obolibrary.org/obo/CLO_0006687>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGV011/92 cell"	
<http://purl.obolibrary.org/obo/CLO_0008215>	<http://www.w3.org/2000/01/rdf-schema#label>	"NV96IL2 cell"	
<http://purl.obolibrary.org/obo/CLO_0005430>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF050/77 cell"	
<http://purl.obolibrary.org/obo/CLO_0008039>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCI-H2023 cell"	
<http://purl.obolibrary.org/obo/CLO_0005254>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF041/97 cell"	
<http://purl.obolibrary.org/obo/CLO_0006914>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-940 cell"	
<http://purl.obolibrary.org/obo/CLO_0005078>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF033/96 cell"	
<http://purl.obolibrary.org/obo/CLO_0002293>	<http://www.w3.org/2000/01/rdf-schema#label>	"CCD-1128Sk cell"	
<http://purl.obolibrary.org/obo/CLO_0006738>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-1111 cell"	
<http://purl.obolibrary.org/obo/CLO_0003953>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 410.We cell"	
<http://purl.obolibrary.org/obo/CLO_0003777>	<http://www.w3.org/2000/01/rdf-schema#label>	"HL60 Ast.3 cell"	
<http://purl.obolibrary.org/obo/CLO_0000992>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal Cottontail rabbit skin-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0005305>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF044/81 cell"	
<http://purl.obolibrary.org/obo/CLO_0002520>	<http://www.w3.org/2000/01/rdf-schema#label>	"CM91IL2 cell"	
<http://purl.obolibrary.org/obo/CLO_0005129>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF036/76 cell"	
<http://purl.obolibrary.org/obo/CLO_0002344>	<http://www.w3.org/2000/01/rdf-schema#label>	"CDR1 cell"	
<http://purl.obolibrary.org/obo/CLO_0051590>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1176 cell"	
<http://purl.obolibrary.org/obo/CLO_0002168>	<http://www.w3.org/2000/01/rdf-schema#label>	"CA46 cell"	
<http://purl.obolibrary.org/obo/CLO_0003828>	<http://www.w3.org/2000/01/rdf-schema#label>	"HR/+B.Sp cell"	
<http://purl.obolibrary.org/obo/CLO_0000867>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal coppery titi skin-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000160>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal connective tissue cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000166>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal somatic cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000128>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal animal cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0002219>	<http://www.w3.org/2000/01/rdf-schema#label>	"CC21 cell"	
<http://purl.obolibrary.org/obo/CLO_0051465>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1625 cell"	
<http://purl.obolibrary.org/obo/CLO_0008981>	<http://www.w3.org/2000/01/rdf-schema#label>	"SE95ls cell"	
<http://purl.obolibrary.org/obo/CLO_0051289>	<http://www.w3.org/2000/01/rdf-schema#label>	"HEV0213 cell"	
<http://purl.obolibrary.org/obo/CLO_0000918>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal sockeye salmon embryo-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000211>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal fetal membrane-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0050032>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0470 cell"	
<http://purl.obolibrary.org/obo/CLO_0000035>	<http://www.w3.org/2000/01/rdf-schema#label>	"cell line co-expression"	
<http://purl.obolibrary.org/obo/CLO_0007372>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lo Ren cell"	
<http://purl.obolibrary.org/obo/CLO_0051516>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1759 cell"	
<http://purl.obolibrary.org/obo/CLO_0007196>	<http://www.w3.org/2000/01/rdf-schema#label>	"L5178Y TK+/–   (clone 3.7.2C) cell"	
<http://purl.obolibrary.org/obo/CLO_0008856>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ro Bon cell"	
<http://purl.obolibrary.org/obo/CLO_0005895>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF078/90 cell"	
<http://purl.obolibrary.org/obo/CLO_0007423>	<http://www.w3.org/2000/01/rdf-schema#label>	"L-V94 cell"	
<http://purl.obolibrary.org/obo/CLO_0007247>	<http://www.w3.org/2000/01/rdf-schema#label>	"LAT cell"	
<http://purl.obolibrary.org/obo/CLO_0009763>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal Ovis aorta-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0004462>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF004/93 cell"	
<http://purl.obolibrary.org/obo/CLO_0008907>	<http://www.w3.org/2000/01/rdf-schema#label>	"RWPE2-W99 cell"	
<http://purl.obolibrary.org/obo/CLO_0004286>	<http://www.w3.org/2000/01/rdf-schema#label>	"HT-3 cell"	
<http://purl.obolibrary.org/obo/CLO_0037196>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human uterine cervix epithelial cell line cell"@en	
<http://purl.obolibrary.org/obo/CLO_0005946>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF082/87 cell"	
<http://purl.obolibrary.org/obo/CLO_0002985>	<http://www.w3.org/2000/01/rdf-schema#label>	"F7000 cell"	
<http://purl.obolibrary.org/obo/CLO_0000658>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human prepuce of penis-derived cell line cell"	
